Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
     813   5440.78   4186.46     37.09
     814   5422.89   4183.77     37.19
     815   5405.01   4181.08     37.31
     816   5384.46   4178.77     37.65
     817   5363.92   4176.47     38.24
     818   5342.71   4174.19     39.83
     819   5322.91   4169.73     40.53
     820   5303.21   4164.86     46.57
     821   5284.51   4158.63     50.00
     822   5269.09   4147.41     49.79
     823   5255.02   4134.97     49.51
     824   5240.94   4122.53     45.65
     825   5229.47   4109.98     38.67
     826   5217.70   4097.21     38.66
     827   5205.94   4084.44     38.86
     828   5190.65   4076.35     39.03
     829   5174.36   4070.19     39.19
     830   5610.82   4434.60     35.20
     831   5604.38   4420.50     35.29
     832   5599.29   4407.32     35.38
     833   5594.55   4394.00     35.47
     834   5589.77   4380.70     35.55
     835   5582.13   4362.01     35.64
     836   5574.08   4343.45     35.76
     837   5565.92   4324.95     35.87
     838   5555.31   4305.43     36.05
     839   5544.67   4285.92     36.19
     840   5534.02   4266.42     36.34
     841   5523.90   4246.68     36.52
     842   5512.75   4228.33     36.64
     843   5501.61   4209.99     36.83
     844   5489.73   4196.98     36.91
     845   5475.10   4189.16     37.00
     846   5460.47   4181.34     37.05
     847   5442.90   4177.50     37.10
     848   5424.86   4174.85     37.14
     849   5406.82   4172.21     37.19
     850   5387.01   4169.81     37.26
     851   5367.19   4167.43     37.35
     852   5346.03   4165.06     37.52
     853   5325.80   4161.35     37.78
     854   5305.71   4157.08     38.72
     855   5287.63   4149.96     40.74
     856   5271.78   4139.57     39.95
     857   5258.62   4126.82     38.24
     858   5245.46   4114.06     38.28
     859   5233.75   4101.51     38.58
     860   5221.21   4088.81     38.74
     861   5208.66   4076.11     39.02
     862   5193.78   4066.54     39.24
     863   5176.94   4060.86     39.26
     864   5618.09   4422.68     35.16
     865   5612.20   4409.55     35.22
     866   5606.85   4396.91     35.31
     867   5601.78   4384.18     35.40
     868   5596.67   4371.47     35.48
     869   5588.10   4351.50     35.66
     870   5579.21   4331.64     35.79
     871   5570.25   4311.82     35.98
     872   5560.05   4292.54     36.10
     873   5549.82   4273.28     36.34
     874   5539.60   4254.01     36.64
     875   5529.60   4234.65     36.80
     876   5518.03   4217.40     37.10
     877   5506.47   4200.14     37.13
     878   5494.59   4185.61     37.12
     879   5478.56   4179.25     37.02
     880   5462.54   4172.88     37.09
     881   5445.02   4168.53     37.13
     882   5426.83   4165.94     37.18
     883   5408.63   4163.34     37.22
     884   5389.55   4160.85     37.26
     885   5370.47   4158.39     37.32
     886   5349.36   4155.95     37.37
     887   5328.71   4152.88     37.43
     888   5308.16   4149.39     37.60
     889   5290.71   4141.41     37.63
     890   5274.38   4131.82     37.84
     891   5262.11   4118.78     38.15
     892   5249.83   4105.74     38.40
     893   5238.15   4092.95     38.60
     894   5224.80   4080.33     39.23
     895   5211.44   4067.72     40.20
     896   5196.93   4056.68     42.32
     897   5179.53   4051.50     40.24
     898   5625.36   4410.77     35.17
     899   5619.99   4398.61     35.27
     900   5614.61   4386.45     35.39
     901   5609.23   4374.29     35.48
     902   5603.85   4362.13     35.60
     903   5594.10   4340.98     35.72
     904   5584.35   4319.83     35.95
     905   5574.60   4298.67     36.12
     906   5564.79   4279.65     36.25
     907   5554.98   4260.63     36.79
     908   5545.17   4241.61     37.28
     909   5535.36   4222.58     37.87
     910   5523.44   4206.39     38.59
     911   5511.51   4190.19     39.16
     912   5499.59   4174.00     39.15
     913   5482.11   4169.19     37.65
     914   5464.63   4164.38     37.41
     915   5447.14   4159.57     37.52
     916   5428.79   4157.02     37.42
     917   5410.44   4154.47     37.39
     918   5392.09   4151.92     37.34
     919   5373.74   4149.36     37.37
     920   5352.69   4146.84     37.40
     921   5331.64   4144.32     37.46
     922   5310.58   4141.81     37.50
     923   5293.74   4132.98     37.71
     924   5276.90   4124.16     37.96
     925   5265.48   4110.87     38.19
     926   5254.07   4097.58     38.51
     927   5242.65   4084.29     38.78
     928   5228.46   4071.78     42.57
     929   5214.28   4059.28     44.87
     930   5200.10   4046.77     46.60
     931   5182.13   4042.12     45.26
     932   4762.20   4193.98     56.75
     933   4764.36   4206.55     49.77
     934   4766.51   4219.11     45.05
     935   4768.67   4231.67     44.98
     936   4770.83   4244.23     47.34
     937   6782.30   3925.03     35.63
     938   6775.94   3924.49     33.71
     939   6769.57   3923.95     31.97
     940   6763.20   3923.41     31.67
     941   6756.83   3922.87     30.22
     942  16317.22   3199.85       .65
     943  16267.83   3221.64       .15
     944  16218.44   3243.44       .00
     945  16169.05   3265.23      -.01
     946  16119.66   3287.02       .00
     947  16245.71   3142.77      1.32
     948  16203.87   3166.23       .00
     949  16161.61   3189.95       .00
     950  16118.94   3213.92       .00
     951  16075.87   3238.13       .00
     952  16174.21   3085.69       .02
     953  16142.28   3109.35       .00
     954  16107.94   3134.49       .00
     955  16071.21   3161.12       .00
     956  16032.07   3189.24       .00
     957  16143.80   3021.86       .00
     958  16110.09   3048.21       .00
     959  16075.99   3074.45       .00
     960  16041.48   3100.60       .12
     961  16006.58   3126.64       .15
     962  16113.40   2958.03       .00
     963  16080.92   2984.69       .00
     964  16048.04   3011.24       .12
     965  16014.76   3037.70       .37
     966  15981.09   3064.05       .29
     967  16082.99   2894.20       .00
     968  16056.02   2920.65       .00
     969  16025.79   2947.34       .32
     970  15992.32   2974.28       .52
     971  15955.60   3001.45       .51
     972  16094.91   2826.65       .00
     973  16062.61   2852.13       .00
     974  16030.46   2877.43       .26
     975  15998.45   2902.56       .73
     976  15966.60   2927.51       .63
     977  16106.83   2759.09       .00
     978  16074.36   2782.91       .00
     979  16042.00   2806.59       .00
     980  16009.74   2830.15       .70
     981  15977.60   2853.57       .84
     982  16118.74   2691.54       .00
     983  16086.10   2713.68       .00
     984  16053.53   2735.75       .00
     985  16021.03   2757.73       .44
     986  15988.60   2779.63      1.04
     987  16130.66   2623.98       .10
     988  16097.43   2644.47       .00
     989  16064.52   2664.92       .00
     990  16031.90   2685.32       .00
     991  15999.60   2705.69      1.01
     992  16129.21   2550.45      1.25
     993  16093.20   2568.81       .00
     994  16057.07   2587.21       .00
     995  16020.82   2605.67       .13
     996  15984.45   2624.16      1.40
     997  16127.77   2476.92      1.57
     998  16088.71   2493.13       .15
     999  16049.29   2509.49       .00
    1000  16009.48   2525.99       .00
    1001  15969.30   2542.64      1.45
    1002  16126.32   2403.39      1.80
    1003  16081.52   2418.14      1.20
    1004  16037.90   2432.68       .00
    1005  15995.44   2447.00       .00
    1006  15954.15   2461.11      1.66
    1007  16095.54   2344.21      1.93
    1008  16053.58   2353.57       .90
    1009  16013.50   2362.59       .00
    1010  15975.31   2371.26       .00
    1011  15939.01   2379.59      1.56
    1012  16064.76   2285.03      2.10
    1013  16025.63   2289.00       .00
    1014  15989.09   2292.50       .00
    1015  15955.17   2295.52       .12
    1016  15923.86   2298.06      1.93
    1017  16033.99   2225.85      2.82
    1018  15997.68   2224.44       .00
    1019  15964.69   2222.41       .00
    1020  15934.79   2219.99       .23
    1021  15908.71   2216.54      2.48
    1022  16003.21   2166.68      2.06
    1023  15968.83   2172.64       .00
    1024  15937.08   2177.39       .00
    1025  15904.63   2182.96       .21
    1026  15872.59   2188.66      2.43
    1027  15950.20   2127.02       .09
    1028  15921.31   2135.31       .00
    1029  15892.73   2143.70       .00
    1030  15864.45   2152.19       .07
    1031  15836.47   2160.79      2.34
    1032  15897.19   2087.37       .04
    1033  15872.68   2098.65       .00
    1034  15848.37   2110.00       .00
    1035  15824.26   2121.42       .13
    1036  15800.36   2132.92      2.33
    1037  15844.18   2047.71       .02
    1038  15824.04   2061.99       .00
    1039  15804.00   2076.31       .00
    1040  15784.07   2090.66       .14
    1041  15764.24   2105.04      2.37
    1042  15791.17   2008.06       .19
    1043  15775.41   2025.34       .00
    1044  15759.64   2042.61       .00
    1045  15743.88   2059.89       .00
    1046  15728.12   2077.17      1.96
    1047   7372.03   3180.60     29.53
    1048   7371.35   3167.09     28.54
    1049   7370.67   3153.58     25.28
    1050   7369.98   3140.06     28.30
    1051   7369.30   3126.55     29.31
    1052   8641.28   3394.58     24.03
    1053   8642.12   3407.78     23.57
    1054   8642.96   3420.99     23.37
    1055   8643.80   3434.19     21.62
    1056   8644.64   3447.40     19.41
    1057   8621.79   3401.27     23.82
    1058   8620.45   3415.46     23.48
    1059   8619.13   3429.69     22.78
    1060   8617.83   3443.96     20.39
    1061   8616.57   3458.28     20.27
    1062   8602.30   3407.95     23.75
    1063   8598.78   3423.13     23.53
    1064   8595.30   3438.39     22.36
    1065   8591.87   3453.73     19.21
    1066   8588.49   3469.16     23.28
    1067   8582.82   3414.64     23.68
    1068   8577.11   3430.80     23.36
    1069   8571.47   3447.09     21.11
    1070   8565.91   3463.50     20.16
    1071   8560.42   3480.03     23.70
    1072   8563.33   3421.33     23.68
    1073   8556.37   3438.14     23.03
    1074   8549.21   3453.82     20.19
    1075   8541.86   3468.37     21.18
    1076   8534.31   3481.79     23.81
    1077   8543.85   3428.01     23.75
    1078   8535.28   3443.87     22.82
    1079   8526.48   3458.41     19.99
    1080   8517.35   3470.40     21.02
    1081   8508.20   3483.54     23.90
    1082   8524.36   3434.70     23.82
    1083   8513.84   3445.27     23.10
    1084   8503.29   3457.23     20.94
    1085   8492.70   3470.57     22.55
    1086   8482.09   3485.30     24.10
    1087   8493.76   3429.36     23.97
    1088   8483.31   3441.80     21.73
    1089   8472.99   3454.20     21.72
    1090   8462.96   3465.46     24.07
    1091   8453.17   3475.96     24.19
    1092   8463.16   3424.03     23.27
    1093   8453.08   3435.81     20.84
    1094   8443.24   3446.84     24.12
    1095   8433.78   3456.76     24.20
    1096   8424.24   3466.63     24.50
    1097   8432.56   3418.69     20.72
    1098   8424.60   3425.68     20.68
    1099   8415.73   3434.44     23.54
    1100   8405.97   3444.98     24.32
    1101   8395.32   3457.29     24.79
    1102   8407.32   3398.82     21.83
    1103   8398.64   3408.69     20.82
    1104   8389.64   3419.17     23.66
    1105   8380.57   3429.76     24.46
    1106   8371.35   3440.62     24.78
    1107   8382.08   3378.95     23.17
    1108   8373.62   3389.81     21.52
    1109   8365.02   3400.94     24.42
    1110   8356.27   3412.32     24.52
    1111   8347.38   3423.96     24.82
    1112   8356.83   3359.08     23.67
    1113   8348.68   3370.77     21.05
    1114   8340.39   3382.71     23.09
    1115   8331.97   3394.88     24.59
    1116   8323.41   3407.30     24.82
    1117   8331.59   3339.22     24.49
    1118   8323.54   3352.01     22.03
    1119   8315.50   3364.84     22.21
    1120   8307.47   3377.72     24.69
    1121   8299.45   3390.64     24.97
    1122   8305.26   3320.64     24.66
    1123   8298.27   3334.13     22.82
    1124   8291.44   3347.45     22.39
    1125   8284.78   3360.60     24.23
    1126   8278.29   3373.57     24.89
    1127   8278.94   3302.07     24.55
    1128   8273.28   3315.90     23.53
    1129   8267.75   3329.58     22.48
    1130   8262.37   3343.12     23.39
    1131   8257.13   3356.51     24.93
    1132   8252.61   3283.50     25.01
    1133   8248.28   3297.66     24.78
    1134   8244.07   3311.71     21.69
    1135   8239.96   3325.64     22.33
    1136   8235.97   3339.45     24.83
    1137   8226.28   3264.93     25.30
    1138   8223.29   3279.43     24.55
    1139   8220.38   3293.84     22.88
    1140   8217.55   3308.16     23.07
    1141   8214.81   3322.39     24.38
    1142   8199.95   3246.36     25.57
    1143   8198.29   3261.19     24.84
    1144   8196.69   3275.97     24.02
    1145   8195.14   3290.68     22.45
    1146   8193.66   3305.33     23.11
    1147   8173.62   3227.79     25.65
    1148   8171.94   3244.80     25.34
    1149   8170.33   3261.53     24.71
    1150   8168.79   3277.99     21.56
    1151   8167.33   3294.18     25.26
    1152   8147.35   3226.01     25.53
    1153   8145.61   3240.83     24.82
